Date,district_name,Incident_Count,cable_length_km,2t_mean,tp_sum,swvl1_mean,2d_max,tsn_mean,Display_Count_median,Display_Count_q_150,Display_Count_q_850,Display_Count_q_900,Display_Count_q_950,Display_Count_q_050,Display_Count_q_100,Pred_Count_median,Pred_Count_q_150,Pred_Count_q_850,Pred_Count_q_100,Pred_Count_q_900,Pred_Count_q_050,Pred_Count_q_950
2024-05-26,Wigan,4,3310.83397,13.810638,0.20948424015349953,0.6088344061087267,0.8484998505504883,-0.2741915546931735,1,0,3,4,5,0,0,1.282215686020606,0.0,3.2853276444632926,0.0,3.8327633974787187,0.0,4.751952971416865
2024-05-26,Penrith,0,374.71473,12.155853,1.5452557527717024,0.7711144599319746,0.6477031146721979,-0.27477865364061177,0,0,1,1,1,0,0,0.0004954199497784108,0.0,0.6323681570544785,0.0,0.9196514042116144,0.0,0.9906774979994274
2024-05-26,Preston,1,3428.746626,13.593353,0.08939277033815632,0.09286479896897523,0.7954246543889102,0.3401096439763827,1,0,3,4,4,0,0,1.2018458975873216,0.0,3.0242224919133704,0.0,3.5098777055634516,0.0,4.125476580077917
2024-05-26,Blackpool,0,2224.831711,13.497162,-0.0681042392557364,-2.4140717900707096,0.7253653954556271,3.4145511320613555,0,0,2,2,3,0,0,0.3006777904643824,0.0,1.6111919277241908,0.0,2.006970522894259,0.0,2.555787984269395
2024-05-26,Penndale,1,2126.798163,13.518646,0.24787413624201088,0.657060799544269,0.8603886944906818,-0.2741915546931735,1,0,3,3,4,0,0,1.0084274240919222,0.0,3.0218102417948063,0.0,3.227800438396021,0.0,4.200915365865967
2024-05-26,Carlisle,1,1038.977417,13.571869,3.009977941994905,0.5671203358743344,0.8484998505504883,-0.2741915546931735,0,0,1,2,2,0,0,0.01117219662608164,0.0,1.0904116600983695,0.0,2.3223976998024254,0.0,2.046809294049764
2024-05-26,Lancaster,0,1395.327881,12.795013,0.3089042274596443,0.6580728497714747,0.7465954739202583,-0.2749743532897579,0,0,1,2,2,0,0,0.3529035332452532,0.0,1.2876172834820614,0.0,1.987471475257201,0.0,2.314603741921279
2024-05-27,Ashton,1,1307.428358,11.989471,0.2321244352826216,0.8083471827608459,0.32663798429177154,-0.2698372374996732,0,0,1,2,2,0,0,0.2678312578664592,0.0,1.3789575343800617,0.0,2.0047555861228172,0.0,2.2163974143275507
2024-05-27,Bolton/Bury,1,2896.432162,12.526093,0.4285035191200066,0.7990627219808282,0.33361737258701907,-0.27042433644711145,1,0,3,3,4,0,0,1.0465238763307403,0.0,2.8320963020986687,0.0,3.148277307405159,0.0,3.848419649251882
2024-05-27,Lancaster,0,1395.327881,11.712616,-0.042510975196728834,0.8174556348056974,0.4565660644953148,-0.2702286367979653,0,0,1,2,2,0,0,0.225583871919247,0.0,1.1895220720442188,0.0,2.007079426531045,0.0,2.1718301031947704
2024-05-27,Blackpool,1,2224.831711,12.464081,0.41373817447057915,-2.3327045331318494,0.42764008258725467,3.560787694885766,1,0,2,2,3,0,0,0.7332526472158947,0.0,1.9488101387174757,0.0,2.1817916692218025,0.0,2.939321685852854
2024-05-27,Wigan,3,3310.83397,12.526093,0.4285035191200066,0.7990627219808282,0.33361737258701907,-0.27042433644711145,1,0,3,4,5,0,0,1.2874645012811703,0.0,3.391279716058049,0.0,3.8933980113441615,0.0,4.772965543121373
2024-05-27,Pendle,0,3278.394683,11.620331,-0.11830641106378971,0.8434169232427138,0.42387174365978264,-0.27042433644711145,2,1,3,4,5,0,0,1.9106710896596493,0.9982563439783905,3.259480685802895,0.0,4.007592861349908,0.0,4.647867159497803
2024-05-27,Penndale,3,2126.798163,12.193085,0.2631316590464192,0.7776336584743418,0.32154276546026006,-0.2702286367979653,1,0,3,3,4,0,0,1.0085377589205127,0.0,3.108251848403162,0.0,3.2671347368257972,0.0,4.203961348596598
2024-05-27,Preston,1,3428.746626,12.4826355,0.9069006857614558,0.3282833575950017,0.43509714764795643,0.367752219418267,2,0,3,4,5,0,0,1.6314835757256163,0.25537669603716895,3.3858123812932557,0.18016653330180973,3.8337695634386355,0.008780862241993984,4.672991714183732
2024-05-27,Carlisle,0,1038.977417,12.116913,1.0058284949126197,0.6411828865367357,0.5004857893190207,-0.2698372374996732,0,0,1,2,2,0,0,0.007001641526769612,0.0,1.0363613103086609,0.0,1.890243895706953,0.0,1.9782603906698415
2024-05-27,Penrith,0,374.71473,10.999725,0.24984284886193453,0.8391487114149331,0.43170033509361544,-0.2698372374996732,0,0,1,1,1,0,0,0.00025620635572260077,0.0,0.584480803471176,0.0,0.9550905334747299,0.0,0.9756568384461107
2024-05-27,Workington,0,981.1823433,11.59494,0.5456419200054643,0.8171916217029481,0.495151732104782,-0.2698372374996732,0,0,1,1,2,0,0,0.0006884901451190623,0.0,1.1726138037396254,0.0,1.2556180301004065,0.0,2.003733206848919
2024-05-27,Kendal,0,579.4232677,11.465546,-0.08090087128524019,0.8021868770300284,0.5163818105694132,-0.2698372374996732,0,0,1,1,1,0,0,0.0006827558536762031,0.0,0.8754489726593679,0.0,0.9993101122314353,0.0,1.028811198974379
2024-05-27,North Manchester,2,2767.089837,12.193085,0.2631316590464192,0.7776336584743418,0.32154276546026006,-0.2702286367979653,1,0,3,3,4,0,0,1.023429814152533,0.0,2.615302934231791,0.0,3.0477608759254715,0.0,3.6380007722697116
2024-05-27,South Manchester,0,3323.718591,12.193085,0.2631316590464192,0.7776336584743418,0.32154276546026006,-0.2702286367979653,1,0,3,3,4,0,0,1.2144446409626852,0.0,3.0596890178066065,0.0,3.290590459196055,0.0,4.078228348183489
2024-05-27,Barrow,0,836.8441274,11.767792,0.8384879222191086,-1.3881976580461624,0.505342169767805,2.283456084909279,0,0,1,1,2,0,0,0.00681949858952773,0.0,1.0301934364361087,0.0,1.2313033259883077,0.0,1.9940381847349782
2024-05-27,Stockport,1,2615.766896,11.745819,3.516921441625247,0.8489171962166578,0.192225050012575,-0.2698372374996732,1,0,3,4,4,0,0,1.0654941683237313,0.0,2.8432826810289447,0.0,3.812985755508398,0.0,3.964125734775772
2024-05-28,Workington,0,981.1823433,11.844025,-0.255131938148484,0.7744421250812108,1.012077605120472,-0.2697638501312434,0,0,1,1,2,0,0,0.0006183019367739324,0.0,1.0114516787321906,0.0,1.2109929054928203,0.0,2.014142548893656
2024-05-28,South Manchester,1,3323.718591,12.216583,0.9935240410380968,0.8639425669132298,1.078740051499414,-0.2697638501312434,1,0,3,4,4,0,0,1.4212101116339724,0.0,3.321695085045534,0.0,3.7063832149908995,0.0,4.497027829435853
2024-05-28,Kendal,0,579.4232677,11.369904,-0.011503751432931204,0.7767742408221631,1.0048593784424973,-0.2697638501312434,0,0,1,1,1,0,0,0.0006827558536762031,0.0,0.852145922063433,0.0,1.0102986294571943,0.0,1.0283203501009202
2024-05-28,Preston,2,3428.746626,12.682404,1.4320547771260919,0.30265071046817854,1.1144065833199945,0.3625417162597525,2,0,3,4,6,0,0,1.6447445165744248,0.25537669603716895,3.4430427807518784,0.18016653330180973,4.0418201821354,0.008780862241993984,5.702536876589273
2024-05-28,Lancaster,1,1395.327881,11.581329,0.5549933049501017,0.8212604486354232,1.0197204333677392,-0.2697638501312434,0,0,1,2,2,0,0,0.4014015544934435,0.0,1.3990798247535527,0.0,2.049594164668973,0.0,2.2993904282835746
2024-05-28,Pendle,1,3278.394683,11.372833,1.4286095300412256,0.9002003663574695,0.9424429477564815,-0.2697638501312434,2,1,4,4,5,0,0,2.0191558513408916,1.0039844196725032,4.095792724926331,0.32436045716436335,4.421111180201736,0.0,5.366980431870475
2024-05-28,Ashton,0,1307.428358,11.882599,1.257823710262848,0.8710709206874614,1.0384029024166148,-0.2697638501312434,0,0,2,2,2,0,0,0.4862624205530457,0.0,1.6510689414298834,0.0,2.1279910486381555,0.0,2.306913402119951
2024-05-28,Penndale,0,2126.798163,12.216583,0.9935240410380968,0.8639425669132298,1.078740051499414,-0.2697638501312434,2,0,3,4,4,0,0,1.5117333522803706,0.0,3.4132807372285674,0.0,3.565511763145076,0.0,4.307640457784693
2024-05-28,Bolton/Bury,0,2896.432162,12.775177,0.9049319731415321,0.8070917454545432,1.189561061084789,-0.2697638501312434,1,0,3,3,4,0,0,1.0624544125334143,0.0,2.9207105085490275,0.0,3.3214178520967783,0.0,3.9704746693926496
2024-05-28,Blackpool,0,2224.831711,13.278595,0.6130703272378496,-2.3477328258484387,1.0570853714654902,3.523286749618148,1,0,2,2,3,0,0,0.7104599670759856,0.0,1.9856155466118863,0.0,2.3899590670348085,0.0,2.9129478459079157
2024-05-28,North Manchester,3,2767.089837,12.216583,0.9935240410380968,0.8639425669132298,1.078740051499414,-0.2697638501312434,1,0,3,3,4,0,0,1.031762143629472,0.0,2.796337826605043,0.0,3.3012808593693013,0.0,3.8982117892305816
2024-05-28,Barrow,1,836.8441274,12.438751,0.012120800006152704,-1.4107503241911072,0.9619746199439423,2.263372408415662,0,0,1,1,2,0,0,0.0026494751880956286,0.0,1.0159072948450762,0.0,1.1709407828967766,0.0,1.9822435543447796
2024-05-28,Penrith,1,374.71473,10.831329,0.1789691945446828,0.8101278961361603,0.9929705345023039,-0.2697638501312434,0,0,1,1,1,0,0,0.0002898089598240445,0.0,0.5771109464642427,0.0,0.9169293892463943,0.0,0.9919389149434708
2024-05-28,Carlisle,1,1038.977417,11.739532,0.026393966500599234,0.5468188283275066,1.1865888500997408,-0.2697638501312434,0,0,1,2,2,0,0,0.0016587910358772987,0.0,1.0225621419605537,0.0,1.8269911939258392,0.0,1.9136820933699448
2024-05-28,Wigan,2,3310.83397,12.775177,0.9049319731415321,0.8070917454545432,1.189561061084789,-0.2697638501312434,1,0,3,4,5,0,0,1.4659613547991823,0.0,3.4819700727561953,0.0,3.938039684136502,0.0,4.793795739143812
